Sturing Stand,6338,,Controle Stand,12886,,MotorstroomActief,12897,,Sectie Berijding,13578
,,,27/Apr/19 12:26:39.131,Rechts in controle,,27/Apr/19 11:26:55.778,Motorstroom Actief,,26/Apr/19 12:59:52.773,Geen Berijding
,,,27/Apr/19 12:28:59.031,Uit controle,,27/Apr/19 11:26:57.148,Geen Motorstroom,,26/Apr/19 13:01:26.573,Wel Berijding
,,,27/Apr/19 12:29:00.331,Links in controle,,27/Apr/19 11:30:06.978,Motorstroom Actief,,26/Apr/19 13:01:46.424,Geen Berijding
,,,27/Apr/19 12:32:39.231,Uit controle,,27/Apr/19 11:30:08.328,Geen Motorstroom,,26/Apr/19 13:07:08.325,Wel Berijding
,,,27/Apr/19 12:32:40.531,Rechts in controle,,27/Apr/19 11:32:35.158,Motorstroom Actief,,26/Apr/19 13:07:40.323,Geen Berijding
,,,27/Apr/19 12:35:23.443,Uit controle,,27/Apr/19 11:32:36.518,Geen Motorstroom,,26/Apr/19 13:09:27.473,Wel Berijding
,,,27/Apr/19 12:35:24.743,Links in controle,,27/Apr/19 11:35:15.327,Motorstroom Actief,,26/Apr/19 13:09:39.474,Geen Berijding
,,,27/Apr/19 12:40:10.743,Uit controle,,27/Apr/19 11:35:16.677,Geen Motorstroom,,26/Apr/19 13:12:42.986,Wel Berijding
,,,27/Apr/19 12:40:12.043,Rechts in controle,,27/Apr/19 11:40:29.686,Motorstroom Actief,,26/Apr/19 13:13:01.536,Geen Berijding
,,,27/Apr/19 12:46:01.142,Uit controle,,27/Apr/19 11:40:31.046,Geen Motorstroom,,26/Apr/19 13:18:45.088,Wel Berijding
,,,27/Apr/19 12:46:02.442,Links in controle,,27/Apr/19 11:43:25.876,Motorstroom Actief,,26/Apr/19 13:18:56.787,Geen Berijding
,,,27/Apr/19 13:01:32.149,Uit controle,,27/Apr/19 11:43:27.206,Geen Motorstroom,,26/Apr/19 13:20:27.437,Wel Berijding
,,,27/Apr/19 13:01:33.449,Rechts in controle,,27/Apr/19 11:49:10.255,Motorstroom Actief,,26/Apr/19 13:20:57.688,Geen Berijding
,,,27/Apr/19 13:05:47.459,Uit controle,,27/Apr/19 11:49:11.615,Geen Motorstroom,,26/Apr/19 13:26:06.444,Wel Berijding
,,,27/Apr/19 13:05:48.809,Links in controle,,27/Apr/19 11:56:20.735,Motorstroom Actief,,26/Apr/19 13:26:39.886,Geen Berijding
,,,27/Apr/19 13:10:03.759,Uit controle,,27/Apr/19 11:56:22.085,Geen Motorstroom,,26/Apr/19 13:28:27.249,Wel Berijding
,,,27/Apr/19 13:10:05.009,Rechts in controle,,27/Apr/19 11:58:40.905,Motorstroom Actief,,26/Apr/19 13:28:44.449,Geen Berijding
,,,27/Apr/19 13:14:42.058,Uit controle,,27/Apr/19 11:58:42.275,Geen Motorstroom,,26/Apr/19 13:33:25.649,Wel Berijding
,,,27/Apr/19 13:14:43.358,Links in controle,,27/Apr/19 12:02:20.135,Motorstroom Actief,,26/Apr/19 13:33:42.048,Geen Berijding
,,,27/Apr/19 13:18:36.308,Uit controle,,27/Apr/19 12:02:21.485,Geen Motorstroom,,26/Apr/19 13:37:18.949,Wel Berijding
,,,27/Apr/19 13:18:37.608,Rechts in controle,,27/Apr/19 12:05:06.336,Motorstroom Actief,,26/Apr/19 13:37:42.248,Geen Berijding
,,,27/Apr/19 13:26:40.868,Uit controle,,27/Apr/19 12:05:07.696,Geen Motorstroom,,26/Apr/19 13:39:24.999,Wel Berijding
,,,27/Apr/19 13:26:42.168,Links in controle,,27/Apr/19 12:10:15.665,Motorstroom Actief,,26/Apr/19 13:39:47.898,Geen Berijding
,,,27/Apr/19 13:37:21.579,Uit controle,,27/Apr/19 12:10:17.015,Geen Motorstroom,,26/Apr/19 13:45:14.508,Wel Berijding
,,,27/Apr/19 13:37:22.829,Rechts in controle,,27/Apr/19 12:13:33.895,Motorstroom Actief,,26/Apr/19 13:45:37.159,Geen Berijding
,,,27/Apr/19 13:44:20.028,Uit controle,,27/Apr/19 12:13:35.265,Geen Motorstroom,,26/Apr/19 13:46:52.859,Wel Berijding
,,,27/Apr/19 13:44:21.378,Links in controle,,27/Apr/19 12:17:08.115,Motorstroom Actief,,26/Apr/19 13:47:04.959,Geen Berijding
,,,27/Apr/19 13:47:10.228,Uit controle,,27/Apr/19 12:17:09.455,Geen Motorstroom,,26/Apr/19 13:50:59.758,Wel Berijding
,,,27/Apr/19 13:47:11.478,Rechts in controle,,27/Apr/19 12:20:37.375,Motorstroom Actief,,26/Apr/19 13:51:29.109,Geen Berijding
,,,27/Apr/19 13:50:20.437,Uit controle,,27/Apr/19 12:20:38.735,Geen Motorstroom,,26/Apr/19 13:58:01.569,Wel Berijding
,,,27/Apr/19 13:50:21.787,Links in controle,,27/Apr/19 12:26:37.754,Motorstroom Actief,,26/Apr/19 13:58:12.368,Geen Berijding
,,,27/Apr/19 14:05:59.499,Uit controle,,27/Apr/19 12:26:39.104,Geen Motorstroom,,26/Apr/19 13:59:51.319,Wel Berijding
,,,27/Apr/19 14:06:00.749,Rechts in controle,,27/Apr/19 12:28:58.924,Motorstroom Actief,,26/Apr/19 14:00:17.720,Geen Berijding
,,,27/Apr/19 14:13:09.948,Uit controle,,27/Apr/19 12:29:00.284,Geen Motorstroom,,26/Apr/19 14:04:23.569,Wel Berijding
,,,27/Apr/19 14:13:11.298,Links in controle,,27/Apr/19 12:32:39.153,Motorstroom Actief,,26/Apr/19 14:04:53.918,Geen Berijding
,,,27/Apr/19 14:15:24.098,Uit controle,,27/Apr/19 12:32:40.503,Geen Motorstroom,,26/Apr/19 14:07:33.520,Wel Berijding
,,,27/Apr/19 14:15:25.398,Rechts in controle,,27/Apr/19 12:35:23.356,Motorstroom Actief,,26/Apr/19 14:07:49.468,Geen Berijding
,,,27/Apr/19 14:18:31.348,Uit controle,,27/Apr/19 12:35:24.726,Geen Motorstroom,,26/Apr/19 14:12:09.279,Wel Berijding
,,,27/Apr/19 14:18:32.648,Links in controle,,27/Apr/19 12:40:10.665,Motorstroom Actief,,26/Apr/19 14:12:22.481,Geen Berijding
,,,27/Apr/19 14:20:18.457,Uit controle,,27/Apr/19 12:40:12.005,Geen Motorstroom,,26/Apr/19 14:15:15.979,Wel Berijding
,,,27/Apr/19 14:20:19.707,Rechts in controle,,27/Apr/19 12:46:01.065,Motorstroom Actief,,26/Apr/19 14:15:39.329,Geen Berijding
,,,27/Apr/19 14:22:24.607,Uit controle,,27/Apr/19 12:46:02.425,Geen Motorstroom,,26/Apr/19 14:18:16.080,Wel Berijding
,,,27/Apr/19 14:22:25.907,Links in controle,,27/Apr/19 13:01:32.081,Motorstroom Actief,,26/Apr/19 14:18:40.630,Geen Berijding
,,,27/Apr/19 14:26:36.856,Uit controle,,27/Apr/19 13:01:33.431,Geen Motorstroom,,26/Apr/19 14:24:37.629,Wel Berijding
,,,27/Apr/19 14:26:38.157,Rechts in controle,,27/Apr/19 13:05:47.382,Motorstroom Actief,,26/Apr/19 14:25:03.080,Geen Berijding
,,,27/Apr/19 14:33:46.356,Uit controle,,27/Apr/19 13:05:48.752,Geen Motorstroom,,26/Apr/19 14:31:20.740,Wel Berijding
,,,27/Apr/19 14:33:47.655,Links in controle,,27/Apr/19 13:10:03.661,Motorstroom Actief,,26/Apr/19 14:31:35.491,Geen Berijding
,,,27/Apr/19 14:36:15.516,Uit controle,,27/Apr/19 13:10:05.011,Geen Motorstroom,,26/Apr/19 14:33:18.640,Wel Berijding
,,,27/Apr/19 14:36:16.766,Rechts in controle,,27/Apr/19 13:14:41.981,Motorstroom Actief,,26/Apr/19 14:33:47.790,Geen Berijding
,,,27/Apr/19 14:44:54.115,Uit controle,,27/Apr/19 13:14:43.341,Geen Motorstroom,,26/Apr/19 14:35:59.341,Wel Berijding
,,,27/Apr/19 14:44:55.416,Links in controle,,27/Apr/19 13:18:36.220,Motorstroom Actief,,26/Apr/19 14:36:18.640,Geen Berijding
,,,27/Apr/19 14:47:51.265,Uit controle,,27/Apr/19 13:18:37.560,Geen Motorstroom,,26/Apr/19 14:38:35.041,Wel Berijding
,,,27/Apr/19 14:47:52.565,Rechts in controle,,27/Apr/19 13:26:40.780,Motorstroom Actief,,26/Apr/19 14:38:56.441,Geen Berijding
,,,27/Apr/19 14:54:11.725,Uit controle,,27/Apr/19 13:26:42.140,Geen Motorstroom,,26/Apr/19 14:41:50.891,Wel Berijding
,,,27/Apr/19 14:54:13.025,Links in controle,,27/Apr/19 13:37:21.481,Motorstroom Actief,,26/Apr/19 14:42:07.941,Geen Berijding
,,,27/Apr/19 15:12:19.934,Uit controle,,27/Apr/19 13:37:22.831,Geen Motorstroom,,26/Apr/19 14:46:15.201,Wel Berijding
,,,27/Apr/19 15:12:21.184,Rechts in controle,,27/Apr/19 13:44:19.951,Motorstroom Actief,,26/Apr/19 14:46:33.001,Geen Berijding
,,,27/Apr/19 15:15:02.133,Uit controle,,27/Apr/19 13:44:21.321,Geen Motorstroom,,26/Apr/19 14:51:38.254,Wel Berijding
,,,27/Apr/19 15:15:03.384,Links in controle,,27/Apr/19 13:47:10.130,Motorstroom Actief,,26/Apr/19 14:52:02.702,Geen Berijding
,,,27/Apr/19 15:18:21.333,Uit controle,,27/Apr/19 13:47:11.480,Geen Motorstroom,,26/Apr/19 14:58:01.912,Wel Berijding
,,,27/Apr/19 15:18:22.583,Rechts in controle,,27/Apr/19 13:50:20.360,Motorstroom Actief,,26/Apr/19 14:58:22.911,Geen Berijding
,,,27/Apr/19 15:20:30.493,Uit controle,,27/Apr/19 13:50:21.730,Geen Motorstroom,,26/Apr/19 15:00:36.412,Wel Berijding
,,,27/Apr/19 15:20:31.793,Links in controle,,27/Apr/19 14:05:59.402,Motorstroom Actief,,26/Apr/19 15:01:00.012,Geen Berijding
,,,27/Apr/19 15:24:06.693,Uit controle,,27/Apr/19 14:06:00.742,Geen Motorstroom,,26/Apr/19 15:04:38.612,Wel Berijding
,,,27/Apr/19 15:24:07.992,Rechts in controle,,27/Apr/19 14:13:09.880,Motorstroom Actief,,26/Apr/19 15:05:06.811,Geen Berijding
,,,27/Apr/19 15:33:07.292,Uit controle,,27/Apr/19 14:13:11.240,Geen Motorstroom,,26/Apr/19 15:06:58.663,Wel Berijding
,,,27/Apr/19 15:33:08.641,Links in controle,,27/Apr/19 14:15:24.020,Motorstroom Actief,,26/Apr/19 15:07:09.111,Geen Berijding
,,,27/Apr/19 15:35:58.503,Uit controle,,27/Apr/19 14:15:25.370,Geen Motorstroom,,26/Apr/19 15:12:17.212,Wel Berijding
,,,27/Apr/19 15:35:59.753,Rechts in controle,,27/Apr/19 14:18:31.230,Motorstroom Actief,,26/Apr/19 15:12:33.124,Geen Berijding
,,,27/Apr/19 15:46:32.201,Uit controle,,27/Apr/19 14:18:32.590,Geen Motorstroom,,26/Apr/19 15:18:14.476,Wel Berijding
,,,27/Apr/19 15:46:33.502,Links in controle,,27/Apr/19 14:20:18.359,Motorstroom Actief,,26/Apr/19 15:18:31.274,Geen Berijding
,,,27/Apr/19 15:56:43.862,Uit controle,,27/Apr/19 14:20:19.699,Geen Motorstroom,,26/Apr/19 15:20:37.674,Wel Berijding
,,,27/Apr/19 15:56:45.162,Rechts in controle,,27/Apr/19 14:22:24.499,Motorstroom Actief,,26/Apr/19 15:21:08.525,Geen Berijding
,,,27/Apr/19 16:03:18.311,Uit controle,,27/Apr/19 14:22:25.859,Geen Motorstroom,,26/Apr/19 15:23:07.175,Wel Berijding
,,,27/Apr/19 16:03:19.661,Links in controle,,27/Apr/19 14:26:36.769,Motorstroom Actief,,26/Apr/19 15:23:26.174,Geen Berijding
,,,27/Apr/19 16:05:52.473,Uit controle,,27/Apr/19 14:26:38.119,Geen Motorstroom,,26/Apr/19 15:27:25.226,Wel Berijding
,,,27/Apr/19 16:05:53.773,Rechts in controle,,27/Apr/19 14:33:46.258,Motorstroom Actief,,26/Apr/19 15:28:16.884,Geen Berijding
,,,27/Apr/19 16:12:57.972,Uit controle,,27/Apr/19 14:33:47.618,Geen Motorstroom,,26/Apr/19 15:29:47.434,Wel Berijding
,,,27/Apr/19 16:12:59.272,Links in controle,,27/Apr/19 14:36:15.419,Motorstroom Actief,,26/Apr/19 15:30:06.135,Geen Berijding
,,,27/Apr/19 16:16:43.221,Uit controle,,27/Apr/19 14:36:16.759,Geen Motorstroom,,26/Apr/19 15:36:26.135,Wel Berijding
,,,27/Apr/19 16:16:44.472,Rechts in controle,,27/Apr/19 14:44:54.008,Motorstroom Actief,,26/Apr/19 15:36:50.534,Geen Berijding
,,,27/Apr/19 16:20:41.481,Uit controle,,27/Apr/19 14:44:55.358,Geen Motorstroom,,26/Apr/19 15:39:56.935,Wel Berijding
,,,27/Apr/19 16:20:42.781,Links in controle,,27/Apr/19 14:47:51.187,Motorstroom Actief,,26/Apr/19 15:40:35.585,Geen Berijding
,,,27/Apr/19 16:23:17.631,Uit controle,,27/Apr/19 14:47:52.517,Geen Motorstroom,,26/Apr/19 15:45:47.346,Wel Berijding
,,,27/Apr/19 16:23:18.930,Rechts in controle,,27/Apr/19 14:54:11.627,Motorstroom Actief,,26/Apr/19 15:46:10.147,Geen Berijding
,,,27/Apr/19 16:26:02.830,Uit controle,,27/Apr/19 14:54:12.987,Geen Motorstroom,,26/Apr/19 15:50:12.396,Wel Berijding
,,,27/Apr/19 16:26:04.130,Links in controle,,27/Apr/19 15:12:19.826,Motorstroom Actief,,26/Apr/19 15:50:40.696,Geen Berijding
,,,27/Apr/19 16:30:08.130,Uit controle,,27/Apr/19 15:12:21.166,Geen Motorstroom,,26/Apr/19 15:58:37.709,Wel Berijding
,,,27/Apr/19 16:30:09.380,Rechts in controle,,27/Apr/19 15:15:02.016,Motorstroom Actief,,26/Apr/19 15:58:53.057,Geen Berijding
,,,27/Apr/19 16:41:50.889,Uit controle,,27/Apr/19 15:15:03.376,Geen Motorstroom,,26/Apr/19 16:01:37.207,Wel Berijding
,,,27/Apr/19 16:41:52.189,Links in controle,,27/Apr/19 15:18:21.226,Motorstroom Actief,,26/Apr/19 16:02:12.607,Geen Berijding
,,,27/Apr/19 16:44:05.039,Uit controle,,27/Apr/19 15:18:22.566,Geen Motorstroom,,26/Apr/19 16:05:26.057,Wel Berijding
,,,27/Apr/19 16:44:06.289,Rechts in controle,,27/Apr/19 15:20:30.386,Motorstroom Actief,,26/Apr/19 16:05:44.958,Geen Berijding
,,,27/Apr/19 16:48:19.339,Uit controle,,27/Apr/19 15:20:31.746,Geen Motorstroom,,26/Apr/19 16:07:38.007,Wel Berijding
,,,27/Apr/19 16:48:20.638,Links in controle,,27/Apr/19 15:24:06.615,Motorstroom Actief,,26/Apr/19 16:07:57.707,Geen Berijding
,,,27/Apr/19 16:55:43.848,Uit controle,,27/Apr/19 15:24:07.955,Geen Motorstroom,,26/Apr/19 16:11:59.159,Wel Berijding
,,,27/Apr/19 16:55:45.098,Rechts in controle,,27/Apr/19 15:33:07.224,Motorstroom Actief,,26/Apr/19 16:12:09.258,Geen Berijding
,,,27/Apr/19 16:58:40.047,Uit controle,,27/Apr/19 15:33:08.574,Geen Motorstroom,,26/Apr/19 16:16:32.318,Wel Berijding
,,,27/Apr/19 16:58:41.347,Links in controle,,27/Apr/19 15:35:58.405,Motorstroom Actief,,26/Apr/19 16:16:54.418,Geen Berijding
,,,27/Apr/19 17:03:11.297,Uit controle,,27/Apr/19 15:35:59.745,Geen Motorstroom,,26/Apr/19 16:19:13.067,Wel Berijding
,,,27/Apr/19 17:03:12.597,Rechts in controle,,27/Apr/19 15:46:32.114,Motorstroom Actief,,26/Apr/19 16:19:36.867,Geen Berijding
,,,27/Apr/19 17:05:44.496,Uit controle,,27/Apr/19 15:46:33.474,Geen Motorstroom,,26/Apr/19 16:26:02.767,Wel Berijding
,,,27/Apr/19 17:05:45.797,Links in controle,,27/Apr/19 15:56:43.794,Motorstroom Actief,,26/Apr/19 16:26:33.767,Geen Berijding
,,,27/Apr/19 17:10:24.808,Uit controle,,27/Apr/19 15:56:45.134,Geen Motorstroom,,26/Apr/19 16:28:28.079,Wel Berijding
,,,27/Apr/19 17:10:26.058,Rechts in controle,,27/Apr/19 16:03:18.234,Motorstroom Actief,,26/Apr/19 16:28:47.729,Geen Berijding
,,,27/Apr/19 17:13:21.008,Uit controle,,27/Apr/19 16:03:19.594,Geen Motorstroom,,26/Apr/19 16:30:45.928,Wel Berijding
,,,27/Apr/19 17:13:22.308,Links in controle,,27/Apr/19 16:05:52.405,Motorstroom Actief,,26/Apr/19 16:31:11.928,Geen Berijding
,,,27/Apr/19 17:16:05.158,Uit controle,,27/Apr/19 16:05:53.745,Geen Motorstroom,,26/Apr/19 16:33:50.529,Wel Berijding
,,,27/Apr/19 17:16:06.458,Rechts in controle,,27/Apr/19 16:12:57.884,Motorstroom Actief,,26/Apr/19 16:34:11.878,Geen Berijding
,,,27/Apr/19 17:25:29.818,Uit controle,,27/Apr/19 16:12:59.244,Geen Motorstroom,,26/Apr/19 16:36:09.028,Wel Berijding
,,,27/Apr/19 17:25:31.118,Links in controle,,27/Apr/19 16:16:43.124,Motorstroom Actief,,26/Apr/19 16:36:35.878,Geen Berijding
,,,27/Apr/19 17:27:49.968,Uit controle,,27/Apr/19 16:16:44.464,Geen Motorstroom,,26/Apr/19 16:38:21.778,Wel Berijding
,,,27/Apr/19 17:27:51.218,Rechts in controle,,27/Apr/19 16:20:41.403,Motorstroom Actief,,26/Apr/19 16:38:35.628,Geen Berijding
,,,27/Apr/19 17:32:02.267,Uit controle,,27/Apr/19 16:20:42.763,Geen Motorstroom,,26/Apr/19 16:42:08.179,Wel Berijding
,,,27/Apr/19 17:32:03.567,Links in controle,,27/Apr/19 16:23:17.563,Motorstroom Actief,,26/Apr/19 16:42:24.079,Geen Berijding
,,,27/Apr/19 17:34:06.367,Uit controle,,27/Apr/19 16:23:18.903,Geen Motorstroom,,26/Apr/19 16:45:21.990,Wel Berijding
,,,27/Apr/19 17:34:07.667,Rechts in controle,,27/Apr/19 16:26:02.753,Motorstroom Actief,,26/Apr/19 16:45:36.189,Geen Berijding
,,,27/Apr/19 17:41:37.876,Uit controle,,27/Apr/19 16:26:04.123,Geen Motorstroom,,26/Apr/19 16:50:45.090,Wel Berijding
,,,27/Apr/19 17:41:39.226,Links in controle,,27/Apr/19 16:30:08.012,Motorstroom Actief,,26/Apr/19 16:51:15.039,Geen Berijding
,,,27/Apr/19 17:43:37.026,Uit controle,,27/Apr/19 16:30:09.352,Geen Motorstroom,,26/Apr/19 16:58:13.701,Wel Berijding
,,,27/Apr/19 17:43:38.276,Rechts in controle,,27/Apr/19 16:41:50.812,Motorstroom Actief,,26/Apr/19 16:58:36.302,Geen Berijding
,,,27/Apr/19 17:48:02.325,Uit controle,,27/Apr/19 16:41:52.172,Geen Motorstroom,,26/Apr/19 17:00:21.251,Wel Berijding
,,,27/Apr/19 17:48:03.625,Links in controle,,27/Apr/19 16:44:04.951,Motorstroom Actief,,26/Apr/19 17:00:47.201,Geen Berijding
,,,27/Apr/19 17:56:11.836,Uit controle,,27/Apr/19 16:44:06.291,Geen Motorstroom,,26/Apr/19 17:04:26.801,Wel Berijding
,,,27/Apr/19 17:56:13.136,Rechts in controle,,27/Apr/19 16:48:19.241,Motorstroom Actief,,26/Apr/19 17:04:53.601,Geen Berijding
,,,27/Apr/19 17:59:33.085,Uit controle,,27/Apr/19 16:48:20.601,Geen Motorstroom,,26/Apr/19 17:07:09.803,Wel Berijding
,,,27/Apr/19 17:59:34.385,Links in controle,,27/Apr/19 16:55:43.730,Motorstroom Actief,,26/Apr/19 17:07:30.951,Geen Berijding
,,,27/Apr/19 18:02:40.285,Uit controle,,27/Apr/19 16:55:45.080,Geen Motorstroom,,26/Apr/19 17:13:37.162,Wel Berijding
,,,27/Apr/19 18:02:41.585,Rechts in controle,,27/Apr/19 16:58:39.940,Motorstroom Actief,,26/Apr/19 17:13:53.762,Geen Berijding
,,,27/Apr/19 18:05:22.485,Uit controle,,27/Apr/19 16:58:41.300,Geen Motorstroom,,26/Apr/19 17:18:48.812,Wel Berijding
,,,27/Apr/19 18:05:23.785,Links in controle,,27/Apr/19 17:03:11.219,Motorstroom Actief,,26/Apr/19 17:19:12.361,Geen Berijding
,,,27/Apr/19 18:10:12.795,Uit controle,,27/Apr/19 17:03:12.569,Geen Motorstroom,,26/Apr/19 17:21:14.762,Wel Berijding
,,,27/Apr/19 18:10:14.095,Rechts in controle,,27/Apr/19 17:05:44.399,Motorstroom Actief,,26/Apr/19 17:21:37.262,Geen Berijding
,,,27/Apr/19 18:15:59.195,Uit controle,,27/Apr/19 17:05:45.759,Geen Motorstroom,,26/Apr/19 17:30:02.973,Wel Berijding
,,,27/Apr/19 18:16:00.494,Links in controle,,27/Apr/19 17:10:24.711,Motorstroom Actief,,26/Apr/19 17:30:19.874,Geen Berijding
,,,27/Apr/19 18:20:11.444,Uit controle,,27/Apr/19 17:10:26.051,Geen Motorstroom,,26/Apr/19 17:32:19.123,Wel Berijding
,,,27/Apr/19 18:20:12.744,Rechts in controle,,27/Apr/19 17:13:20.921,Motorstroom Actief,,26/Apr/19 17:32:33.823,Geen Berijding
,,,27/Apr/19 18:26:15.854,Uit controle,,27/Apr/19 17:13:22.271,Geen Motorstroom,,26/Apr/19 17:37:07.623,Wel Berijding
,,,27/Apr/19 18:26:17.204,Links in controle,,27/Apr/19 17:16:05.090,Motorstroom Actief,,26/Apr/19 17:37:25.723,Geen Berijding
,,,27/Apr/19 18:28:55.054,Uit controle,,27/Apr/19 17:16:06.430,Geen Motorstroom,,26/Apr/19 17:39:16.575,Wel Berijding
,,,27/Apr/19 18:28:56.304,Rechts in controle,,27/Apr/19 17:25:29.730,Motorstroom Actief,,26/Apr/19 17:39:38.474,Geen Berijding
,,,27/Apr/19 18:32:27.303,Uit controle,,27/Apr/19 17:25:31.090,Geen Motorstroom,,26/Apr/19 17:42:53.623,Wel Berijding
,,,27/Apr/19 18:32:28.604,Links in controle,,27/Apr/19 17:27:49.870,Motorstroom Actief,,26/Apr/19 17:43:15.923,Geen Berijding
,,,27/Apr/19 18:35:08.453,Uit controle,,27/Apr/19 17:27:51.210,Geen Motorstroom,,26/Apr/19 17:47:59.083,Wel Berijding
,,,27/Apr/19 18:35:09.703,Rechts in controle,,27/Apr/19 17:32:02.159,Motorstroom Actief,,26/Apr/19 17:48:18.883,Geen Berijding
,,,27/Apr/19 18:40:06.814,Uit controle,,27/Apr/19 17:32:03.529,Geen Motorstroom,,26/Apr/19 17:55:26.183,Wel Berijding
,,,27/Apr/19 18:40:08.114,Links in controle,,27/Apr/19 17:34:06.289,Motorstroom Actief,,26/Apr/19 17:55:56.784,Geen Berijding
,,,27/Apr/19 18:44:21.063,Uit controle,,27/Apr/19 17:34:07.629,Geen Motorstroom,,26/Apr/19 17:57:48.883,Wel Berijding
,,,27/Apr/19 18:44:22.363,Rechts in controle,,27/Apr/19 17:41:37.808,Motorstroom Actief,,26/Apr/19 17:58:04.883,Geen Berijding
,,,27/Apr/19 18:48:58.363,Uit controle,,27/Apr/19 17:41:39.168,Geen Motorstroom,,26/Apr/19 18:01:24.351,Wel Berijding
,,,27/Apr/19 18:48:59.713,Links in controle,,27/Apr/19 17:43:36.928,Motorstroom Actief,,26/Apr/19 18:01:51.651,Geen Berijding
,,,27/Apr/19 18:56:13.873,Uit controle,,27/Apr/19 17:43:38.268,Geen Motorstroom,,26/Apr/19 18:04:07.651,Wel Berijding
,,,27/Apr/19 18:56:15.173,Rechts in controle,,27/Apr/19 17:48:02.228,Motorstroom Actief,,26/Apr/19 18:04:27.051,Geen Berijding
,,,27/Apr/19 18:58:51.073,Uit controle,,27/Apr/19 17:48:03.588,Geen Motorstroom,,26/Apr/19 18:06:19.201,Wel Berijding
,,,27/Apr/19 18:58:52.372,Links in controle,,27/Apr/19 17:56:11.768,Motorstroom Actief,,26/Apr/19 18:06:39.451,Geen Berijding
,,,27/Apr/19 19:03:57.372,Uit controle,,27/Apr/19 17:56:13.128,Geen Motorstroom,,26/Apr/19 18:08:58.701,Wel Berijding
,,,27/Apr/19 19:03:58.672,Rechts in controle,,27/Apr/19 17:59:32.998,Motorstroom Actief,,26/Apr/19 18:09:09.301,Geen Berijding
,,,27/Apr/19 19:06:08.522,Uit controle,,27/Apr/19 17:59:34.368,Geen Motorstroom,,26/Apr/19 18:13:53.055,Wel Berijding
,,,27/Apr/19 19:06:09.822,Links in controle,,27/Apr/19 18:02:40.197,Motorstroom Actief,,26/Apr/19 18:14:15.804,Geen Berijding
,,,27/Apr/19 19:10:10.782,Uit controle,,27/Apr/19 18:02:41.557,Geen Motorstroom,,26/Apr/19 18:19:05.105,Wel Berijding
,,,27/Apr/19 19:10:12.082,Rechts in controle,,27/Apr/19 18:05:22.377,Motorstroom Actief,,26/Apr/19 18:19:30.655,Geen Berijding
,,,27/Apr/19 19:13:14.032,Uit controle,,27/Apr/19 18:05:23.757,Geen Motorstroom,,26/Apr/19 18:21:53.004,Wel Berijding
,,,27/Apr/19 19:13:15.332,Links in controle,,27/Apr/19 18:10:12.708,Motorstroom Actief,,26/Apr/19 18:22:23.354,Geen Berijding
,,,27/Apr/19 19:17:06.232,Uit controle,,27/Apr/19 18:10:14.048,Geen Motorstroom,,26/Apr/19 18:24:51.455,Wel Berijding
,,,27/Apr/19 19:17:07.531,Rechts in controle,,27/Apr/19 18:15:59.097,Motorstroom Actief,,26/Apr/19 18:25:11.454,Geen Berijding
,,,27/Apr/19 19:22:33.642,Uit controle,,27/Apr/19 18:16:00.467,Geen Motorstroom,,26/Apr/19 18:28:28.654,Wel Berijding
,,,27/Apr/19 19:22:34.942,Links in controle,,27/Apr/19 18:20:11.366,Motorstroom Actief,,26/Apr/19 18:28:53.867,Geen Berijding
,,,27/Apr/19 19:26:36.891,Uit controle,,27/Apr/19 18:20:12.706,Geen Motorstroom,,26/Apr/19 18:30:36.216,Wel Berijding
,,,27/Apr/19 19:26:38.192,Rechts in controle,,27/Apr/19 18:26:15.787,Motorstroom Actief,,26/Apr/19 18:30:50.366,Geen Berijding
,,,27/Apr/19 19:32:24.291,Uit controle,,27/Apr/19 18:26:17.157,Geen Motorstroom,,26/Apr/19 18:33:01.566,Wel Berijding
,,,27/Apr/19 19:32:25.591,Links in controle,,27/Apr/19 18:28:54.946,Motorstroom Actief,,26/Apr/19 18:33:35.416,Geen Berijding
,,,27/Apr/19 19:34:39.441,Uit controle,,27/Apr/19 18:28:56.296,Geen Motorstroom,,26/Apr/19 18:36:55.566,Wel Berijding
,,,27/Apr/19 19:34:40.691,Rechts in controle,,27/Apr/19 18:32:27.196,Motorstroom Actief,,26/Apr/19 18:37:06.116,Geen Berijding
,,,27/Apr/19 19:38:14.700,Uit controle,,27/Apr/19 18:32:28.556,Geen Motorstroom,,26/Apr/19 18:38:43.067,Wel Berijding
,,,27/Apr/19 19:38:15.999,Links in controle,,27/Apr/19 18:35:08.356,Motorstroom Actief,,26/Apr/19 18:39:11.916,Geen Berijding
,,,27/Apr/19 19:40:09.799,Uit controle,,27/Apr/19 18:35:09.706,Geen Motorstroom,,26/Apr/19 18:43:49.278,Wel Berijding
,,,27/Apr/19 19:40:11.099,Rechts in controle,,27/Apr/19 18:40:06.716,Motorstroom Actief,,26/Apr/19 18:44:16.527,Geen Berijding
,,,27/Apr/19 19:44:30.099,Uit controle,,27/Apr/19 18:40:08.076,Geen Motorstroom,,26/Apr/19 18:45:49.578,Wel Berijding
,,,27/Apr/19 19:44:31.399,Links in controle,,27/Apr/19 18:44:20.986,Motorstroom Actief,,26/Apr/19 18:46:20.027,Geen Berijding
,,,27/Apr/19 19:48:39.348,Uit controle,,27/Apr/19 18:44:22.326,Geen Motorstroom,,26/Apr/19 18:51:16.578,Wel Berijding
